id,name,slug,amount,state,address,city,zip,naics_code,business_type,race,gender,veteran,non_profit,jobs_retained,date_approved,lender,congressional_district,loan_range_sort_key,previous_loan_range,previous_name,loan_number,sba_office_code,processing_method,loan_status,term,sba_guaranty_percentage,initial_approval_amount,current_approval_amount,undisbursed_amount,franchise_name,servicing_lender_location_id,servicing_lender_name,servicing_lender_address,servicing_lender_city,servicing_lender_state,servicing_lender_zip,rural_urban_indicator,hubzone_indicator,business_age_description,project_city,project_county_name,project_state,project_zip,utilities_proceed,payroll_proceed,mortgage_interest_proceed,rent_proceed,refinance_eidl_proceed,health_care_proceed,debt_interest_proceed,originating_lender_city,originating_lender_state,loan_status_date,originating_lender_location_id,old_slug,lmi_indicator,unmatched_original,unmatched_updated,previous_jobs_reported,ethnicity,forgiveness_amount,forgiveness_date
99591032,EL BORREGO DE ORO INC,el-borrego-de-oro-inc-8584508509,6320,MD,9933 Rhode Island Ave N/A,College Park,20740-1465,445110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,3,2021-03-10,"Transportation Alliance Bank, Inc. d/b/a TAB Bank, Inc.",MD-05,NA,NA,NA,8584508509,353,PPS,Exemption 4,60,100,6320,6320,0,NA,123118,"Transportation Alliance Bank, Inc. d/b/a TAB Bank, Inc.","4185 Harrison Blvd, Ste 200",OGDEN,UT,84403-6400,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1465,NA,6320,NA,NA,NA,NA,NA,OGDEN,UT,NA,123118,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99601156,PEARLINE MURDAUGH,pearline-murdaugh-7804319004,4540,MD,5922 Westchester Park Dr,College Park,20740-2867,531210,Independent Contractors,Black or African American,Female Owned,Non-Veteran,NA,1,2021-05-26,"Prestamos CDFI, LLC",MD-05,NA,NA,NA,7804319004,353,PPP,Exemption 4,60,100,4540,4540,0,NA,188361,"Prestamos CDFI, LLC",1024 East Buckeye Road Suite 270,Phoenix,AZ,85034,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2867,NA,4538,NA,NA,NA,NA,NA,Phoenix,AZ,NA,188361,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99534010,JDA ENVIOS LLC,jda-envios-llc-8861578507,19722.5,MD,9209 Wofford Ln,College Park,20740-3938,443142,Partnership,Unanswered,Unanswered,Unanswered,NA,5,2021-03-10,Truist Bank d/b/a Branch Banking & Trust Co,MD-05,NA,NA,NA,8861578507,353,PPP,Exemption 4,60,100,19722.5,19722.5,0,NA,225134,Truist Bank d/b/a Branch Banking & Trust Co,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3938,1,19716.5,NA,NA,NA,NA,NA,CHARLOTTE,NC,NA,225134,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99511072,GRANADA PHILLIPS,granada-phillips-7198089006,20833,MD,9630 Milestone Way,College Park,20740-4285,448140,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-05-23,"BSD Capital, LLC dba Lendistry",MD-05,NA,NA,NA,7198089006,353,PPS,Exemption 4,60,100,20833,20833,0,NA,509316,"Harvest Small Business Finance, LLC",24422 Avenida de la Carlota Suite 232,Laguna Hills,CA,92653,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-4285,NA,20833,NA,NA,NA,NA,NA,Brea,CA,NA,514546,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99531992,FRANCIS ABOAGYE,francis-aboagye-5609428905,20000,MD,10205 Baltimore Ave,College Park,20740-4211,722320,Sole Proprietorship,Black or African American,Male Owned,Non-Veteran,NA,1,2021-04-30,"Amur Equipment Finance, Inc.",MD-05,NA,NA,NA,5609428905,353,PPP,Exemption 4,60,100,20000,20000,0,NA,529652,"Amur Equipment Finance, Inc.","308 N. Locust St, Suite 100",Grand Island,NE,68801,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-4211,NA,20000,NA,NA,NA,NA,NA,Grand Island,NE,NA,529652,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99581926,STEVEN WILLIAMS,steven-williams-1152797404,8138.25,MD,8147 Baltimore Avenue 1c,College Park,20740,812111,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,NA,1,2020-05-04,Celtic Bank Corporation,MD-05,NA,NA,NA,1152797404,353,PPP,Paid in Full,24,100,8138.25,8138.25,0,NA,529050,"Square Capital, LLC","1455 Market Street, Suite 600",San Francisco,CA,94103,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1047,NA,8138.25,NA,NA,NA,NA,NA,SALT LAKE CITY,UT,2021-03-12,223542,NA,Y,NA,NA,NA,Unknown/NotStated,8200.46,2021-02-09
99524078,RAPHEAL WILLIAMS,rapheal-williams-9607678501,20800,MD,5007 Cheyenne Pl,College Park,20740-1919,236118,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-03-12,MBE Capital Partners,MD-05,NA,NA,NA,9607678501,353,PPP,Exemption 4,60,100,20800,20800,0,NA,529431,MBE Capital Partners,1 Bridge Plaza N. # 550,Fort Lee,NJ,07024,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1919,NA,20800,NA,NA,NA,NA,NA,Fort Lee,NJ,NA,529431,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99575653,YOUN OK CHOI,youn-ok-choi-4697608600,9390,MD,7513 Citadel Dr,College Park,20740-3011,812113,Independent Contractors,Asian,Female Owned,Non-Veteran,NA,1,2021-03-18,Cross River Bank,MD-05,NA,NA,NA,4697608600,353,PPS,Exemption 4,60,100,9390,9390,0,NA,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3011,1,9385,NA,NA,NA,NA,NA,TEANECK,NJ,NA,456756,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99581647,"OPENBARRE, LLC",openbarre-llc-2297017410,8200,MD,"7338 Baltimore Avenue, Suite 200",College Park,20740,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,1,2020-05-05,"Capital One, National Association",MD-05,NA,NA,NA,2297017410,353,PPP,Paid in Full,24,100,8200,8200,0,NA,28811,"Capital One, National Association",1680 Capital One Dr,MCLEAN,VA,22102-3407,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1047,NA,8200,NA,NA,NA,NA,NA,MCLEAN,VA,2021-05-04,28811,NA,N,NA,NA,NA,Unknown/NotStated,8249.88,2020-12-28
99592106,"HERRERA'S SERVICES, INC",herrera-s-services-inc-2110477801,6206,MD,4810 Niagara Rd,College Park,20740-1148,238350,Corporation,Unanswered,Unanswered,Unanswered,NA,1,2020-05-22,"Kabbage, Inc.",MD-05,NA,NA,NA,2110477801,353,PPP,Exemption 4,24,100,6206,6206,0,NA,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1148,NA,6206,NA,NA,NA,NA,NA,Atlanta,GA,NA,529113,NA,N,NA,NA,NA,Unknown/NotStated,6242.73,2020-12-31
99597355,TENIQUE TUCKER,tenique-tucker-1175489008,5207,MD,5908 Westchester Park Dr,College Park,20740-2867,492210,Independent Contractors,Black or African American,Female Owned,Non-Veteran,NA,1,2021-05-13,"Prestamos CDFI, LLC",MD-05,NA,NA,NA,1175489008,353,PPP,Exemption 4,60,100,5207,5207,0,NA,188361,"Prestamos CDFI, LLC",1024 East Buckeye Road Suite 270,Phoenix,AZ,85034,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2867,1,5202,NA,NA,NA,NA,NA,Phoenix,AZ,NA,188361,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99605181,COMFORT REALTY LLC,comfort-realty-llc-1458328304,3800,MD,8609 34th Ave,College Park,20740-4409,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,2,2021-01-17,"Newtek Small Business Finance, Inc.",MD-05,NA,NA,NA,1458328304,353,PPP,Exemption 4,60,100,17000,3800,0,NA,317954,"Newtek Small Business Finance, Inc.",1981 Marcus Avenue,LAKE SUCCESS,NY,11042,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-4409,NA,3800,NA,NA,NA,NA,NA,LAKE SUCCESS,NY,NA,317954,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
99591997,JUSTIS CONNECTION,justis-connection-8571559009,6233,MD,6212 Westchester Park Dr,College Park,20740-2803,541199,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,1,2021-05-27,Texas National Bank,MD-05,NA,NA,NA,8571559009,353,PPS,Exemption 4,60,100,6233,6233,0,NA,71432,Texas National Bank,201 S Texas Ave,MERCEDES,TX,78570-3123,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2803,NA,6232,NA,NA,NA,NA,NA,MERCEDES,TX,NA,71432,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
93772957,CHRISTIAN & ASHIN PA,christian-ashin-pa-9525878705,193535,MD,7305 Baltimore Ave Ste 305,College Park,20740-3233,541199,Corporation,White,Male Owned,Unanswered,NA,14,2021-04-09,Manufacturers and Traders Trust Company,MD-05,NA,NA,NA,9525878705,353,PPS,Exemption 4,60,100,193535,193535,0,NA,46391,Manufacturers and Traders Trust Company,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3233,1,193533,NA,NA,NA,NA,NA,BUFFALO,NY,NA,46391,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99464725,SAI MANAGEMENT INC,sai-management-inc-8407117110,62828,MD,8419 Baltimore Ave,College Park,20740,721110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,14,2020-04-15,State Empl CU of Maryland Inc,MD-05,NA,NA,NA,8407117110,353,PPP,Paid in Full,24,100,62828,62828,0,NA,98171,State Empl CU of Maryland Inc,971 Corporate Blvd,LINTHICUM,MD,21090-2342,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1047,NA,62828,NA,NA,NA,NA,NA,LINTHICUM,MD,2021-03-23,98171,NA,Y,NA,NA,NA,Unknown/NotStated,53165.51,2020-12-09
99481137,PARAGON DENTAL,paragon-dental-1403277200,37500,MD,9009 Rhode Island Avenue,College Park,20740,621210,Corporation,Unanswered,Male Owned,Non-Veteran,NA,5,2020-04-15,Manufacturers and Traders Trust Company,MD-05,NA,NA,NA,1403277200,353,PPP,Paid in Full,24,100,37500,37500,0,NA,46391,Manufacturers and Traders Trust Company,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1047,300,30000,0,5000,0,0,2200,BUFFALO,NY,2021-04-21,46391,NA,Y,NA,NA,NA,Unknown/NotStated,37846.23,2021-03-25
99505684,SHSNEEK BUCKLER,shsneek-buckler-3663208900,20833,MD,3202 Curtis Drive,College Park,20742,621498,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2021-04-28,Benworth Capital,MD-05,NA,NA,NA,3663208900,353,PPP,Exemption 4,60,100,20833,20833,0,NA,529192,Benworth Capital,7000 SW 97th Avenue Suite 201,Miami,FL,33173,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20742,NA,20833,NA,NA,NA,NA,NA,Miami,FL,NA,529192,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
99465875,DYNAMIX CORPORATION,dynamix-corporation-3681178505,60665.85,MD,9658 Baltimore Ave Ste 300,College Park,20740-1346,541512,Corporation,Unanswered,Unanswered,Unanswered,NA,7,2021-02-24,Truist Bank d/b/a Branch Banking & Trust Co,MD-05,NA,NA,NA,3681178505,353,PPS,Exemption 4,60,100,60665.85,60665.85,0,NA,225134,Truist Bank d/b/a Branch Banking & Trust Co,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1346,NA,60665.85,NA,NA,NA,NA,NA,CHARLOTTE,NC,NA,225134,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99474693,THE POSEIDON GROUP LLC,the-poseidon-group-llc-1682118708,45523,MD,9658 Baltimore Ave Ste 300,College Park,20740-1346,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,6,2021-03-27,Customers Bank,MD-05,NA,NA,NA,1682118708,353,PPS,Exemption 4,60,100,45523,45523,0,NA,121536,Customers Bank,99 Bridge St,PHOENIXVILLE,PA,19460-3411,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1346,NA,45520,NA,NA,NA,NA,NA,PHOENIXVILLE,PA,NA,121536,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99479982,"COLLEGE PARK SANDWICHES, LLC",college-park-sandwiches-llc-5847827209,39000,MD,7410 Baltimore Ave,College Park,20740,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,14,2020-04-27,Primis Bank,MD-05,NA,NA,NA,5847827209,353,PPP,Exemption 4,24,100,39000,39000,0,NA,434059,Primis Bank,"10900 Nuckols Rd, Ste 325",GLEN ALLEN,VA,23060-9288,U,Y,New Business or 2 years or less,College Park,PRINCE GEORGES,MD,20740-1047,NA,39000,NA,NA,NA,NA,NA,GLEN ALLEN,VA,NA,434059,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
99461046,VOLOS ENTERPRISE INC,volos-enterprise-inc-1991178708,72173,MD,4429 Lehigh Rd,College Park,20740-3127,721199,Corporation,White,Female Owned,Non-Veteran,NA,18,2021-03-27,Cross River Bank,MD-05,NA,NA,NA,1991178708,353,PPS,Exemption 4,60,100,72173,72173,0,NA,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3127,1,72172,NA,NA,NA,NA,NA,TEANECK,NJ,NA,456756,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99583949,ANTJUAN BUNN,antjuan-bunn-2730078502,7722.5,MD,8147 Baltimore Ave Ste C,College Park,20740-2492,812111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-02-22,"Square Capital, LLC",MD-05,NA,NA,NA,2730078502,353,PPS,Exemption 4,60,100,7722.5,7722.5,0,NA,529050,"Square Capital, LLC","1455 Market Street, Suite 600",San Francisco,CA,94103,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2492,NA,7722.5,NA,NA,NA,NA,NA,San Francisco,CA,NA,529050,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
93760031,CASTLE SPRINKLER AND ALARM INC.,castle-sprinkler-and-alarm-inc-5294468606,1031325,MD,5114 College Ave,College Park,20740-3816,922160,Corporation,Unanswered,Unanswered,Unanswered,NA,61,2021-03-20,Truist Bank d/b/a Branch Banking & Trust Co,MD-05,NA,NA,NA,5294468606,353,PPS,Exemption 4,60,100,1031325,1031325,0,NA,225134,Truist Bank d/b/a Branch Banking & Trust Co,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3816,1,1031319,NA,NA,NA,NA,NA,CHARLOTTE,NC,NA,225134,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99577319,MELGAR TRAVEL & TAX SERVICE LLC,melgar-travel-tax-service-llc-5132518605,9006,MD,4920 Niagara Rd Ste 412,College Park,20740-1110,541213,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,NA,1,2021-03-20,Cross River Bank,MD-05,NA,NA,NA,5132518605,353,PPP,Exemption 4,60,100,9006,9006,0,NA,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1110,NA,9005,NA,NA,NA,NA,NA,TEANECK,NJ,NA,456756,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99476974,ASHUTA TANDON DBA TOWN HALL WINE AND SPIRITS,ashuta-tandon-dba-town-hall-wine-and-spirits-4844997105,42400,MD,8135 Baltimore Avenue,College Park,20740,445310,Corporation,Unanswered,Male Owned,Non-Veteran,NA,13,2020-04-13,"Readycap Lending, LLC",MD-05,NA,NA,NA,4844997105,353,PPP,Paid in Full,24,100,42400,42400,0,NA,121536,Customers Bank,99 Bridge St,PHOENIXVILLE,PA,19460-3411,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1047,NA,42400,NA,NA,NA,NA,NA,BERKELEY HEIGHTS,NJ,2021-02-23,499141,NA,Y,NA,NA,NA,Not Hispanic or Latino,42690.41,2021-01-07
99465568,THE BEE INFORMED PARTNERSHIP INC,the-bee-informed-partnership-inc-9381078505,61285,MD,4112 Plant Sciences,College Park,20742,541715,Non-Profit Organization,Unanswered,Female Owned,Non-Veteran,TRUE,15,2021-03-12,Manufacturers and Traders Trust Company,MD-05,NA,NA,NA,9381078505,353,PPS,Exemption 4,60,100,61285,61285,0,NA,46391,Manufacturers and Traders Trust Company,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20742,NA,61284,NA,NA,NA,NA,NA,BUFFALO,NY,NA,46391,NA,N,NA,NA,NA,Not Hispanic or Latino,NA,NA
99469706,ZIZA TECHNOLOGY LLC,ziza-technology-llc-6520808409,53222,MD,7761 Diamondback Drive,College Park,20742,561312,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,4,2021-02-10,"Wells Fargo Bank, National Association",MD-05,NA,NA,NA,6520808409,353,PPS,Exemption 4,60,100,53222,53222,0,NA,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20742,1,53219,NA,NA,NA,NA,NA,SIOUX FALLS,SD,NA,12096,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
99551128,"ELEMENTS 5, LLC",elements-5-llc-3904097801,15054,MD,5111 Berwyn Rd Suite 200,College Park,20740,541519,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,4,2020-05-27,"Capital One, National Association",MD-05,NA,NA,NA,3904097801,353,PPP,Exemption 4,24,100,15054,15054,0,NA,28811,"Capital One, National Association",1680 Capital One Dr,MCLEAN,VA,22102-3407,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1047,NA,15054,NA,NA,NA,NA,NA,MCLEAN,VA,NA,28811,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99600444,MUAB MEKONNEN,muab-mekonnen-6886838608,4687,MD,3416 Duke St,College Park,20740-4014,488410,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,NA,1,2021-03-23,"Harvest Small Business Finance, LLC",MD-05,NA,NA,NA,6886838608,353,PPP,Exemption 4,60,100,4687,4687,0,NA,509316,"Harvest Small Business Finance, LLC",24422 Avenida de la Carlota Suite 232,Laguna Hills,CA,92653,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-4014,NA,4687,NA,NA,NA,NA,NA,Laguna Hills,CA,NA,509316,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99547319,MARY WOODWARD,mary-woodward-2687348907,16102,MD,4704 Blackfoot Rd,College Park,20740-1800,621610,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-04-27,"FC Marketplace, LLC (dba Funding Circle)",MD-05,NA,NA,NA,2687348907,353,PPP,Exemption 4,60,100,16102,16102,0,NA,529111,"FC Marketplace, LLC (dba Funding Circle)","85 2nd Street, Floor 4",San Francisco,CA,94105,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1800,1,16098,NA,NA,NA,NA,NA,San Francisco,CA,NA,529111,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99452938,STAR REALTORS,star-realtors-8224678303,99000,MD,4906 Berwyn Rd Ste A9,College Park,20740-2111,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,5,2021-01-29,Northwest FCU,MD-05,NA,NA,NA,8224678303,353,PPS,Exemption 4,60,100,99000,99000,0,NA,94031,Northwest FCU,200 Spring St,HERNDON,VA,20170-5241,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2111,NA,99000,NA,NA,NA,NA,NA,HERNDON,VA,NA,94031,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99574388,HOPE EVANGELICAL LUTHERAN CHURCH        OF COLLEGE PARK MD,hope-evangelical-lutheran-church-of-college-park-md-8852978507,9680,MD,4201 Guilford Dr,College Park,20740-3103,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,TRUE,4,2021-03-10,"Bank of America, National Association",MD-05,NA,NA,NA,8852978507,353,PPS,Exemption 4,60,100,9680,9680,0,NA,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3103,1,9678,NA,NA,NA,NA,NA,CHARLOTTE,NC,NA,9551,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99510976,BRUCE HOROWITZ,bruce-horowitz-7138458905,20833,MD,5966 Westchester Park Dr,College Park,20740-2814,238320,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2021-05-05,Benworth Capital,MD-05,NA,NA,NA,7138458905,353,PPP,Active Un-Disbursed,60,100,20833,20833,20833,NA,529192,Benworth Capital,7000 SW 97th Avenue Suite 201,Miami,FL,33173,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2814,NA,20833,NA,NA,NA,NA,NA,Miami,FL,2021-05-05,529192,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99598594,HOLLYWOOD CHO CLEANERS,hollywood-cho-cleaners-2963548502,5000,MD,9825 Rhode Island Ave,College Park,20740-1423,812320,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,NA,1,2021-02-22,Truist Bank d/b/a Branch Banking & Trust Co,MD-05,NA,NA,NA,2963548502,353,PPS,Exemption 4,60,100,5000,5000,0,NA,225134,Truist Bank d/b/a Branch Banking & Trust Co,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1423,1,4998,NA,NA,NA,NA,NA,CHARLOTTE,NC,NA,225134,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
99499528,MR. SMOKE COLLEGE PARK INC.,mr-smoke-college-park-inc-6825798300,21400,MD,7313 Baltimore Ave,College Park,20740-3274,453998,Corporation,Unanswered,Unanswered,Unanswered,NA,6,2021-01-27,Sandy Spring Bank,MD-05,NA,NA,NA,6825798300,353,PPS,Exemption 4,60,100,21400,21400,0,NA,30872,Sandy Spring Bank,17801 Georgia Ave,OLNEY,MD,20832-2233,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3274,NA,21400,NA,NA,NA,NA,NA,OLNEY,MD,NA,30872,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
93767469,R. J. BENTLEY'S INC.,r-j-bentley-s-inc-1789638700,299887,MD,7323 Baltimore Ave,College Park,20740-3235,722511,Corporation,White,Female Owned,Veteran,NA,7,2021-03-27,"Bank of America, National Association",MD-05,NA,NA,NA,1789638700,353,PPS,Exemption 4,60,100,299887,299887,0,NA,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3235,1,299881,NA,NA,NA,NA,NA,CHARLOTTE,NC,NA,9551,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99606949,JACQUES LONGA BISSAY,jacques-longa-bissay-3866008910,3480,MD,9338 Cherry Hill Rd Apt 203,College Park,20740-1262,485310,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2021-04-28,Benworth Capital,MD-05,NA,NA,NA,3866008910,353,PPP,Exemption 4,60,100,3480,3480,0,NA,529192,Benworth Capital,7000 SW 97th Avenue Suite 201,Miami,FL,33173,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1262,NA,3480,NA,NA,NA,NA,NA,Miami,FL,NA,529192,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99587457,ELISA JACKSON,elisa-jackson-2209939005,7065,MD,9308 Cherry Hill Rd Apt 320,College Park,20740-1235,812199,Sole Proprietorship,Black or African American,Female Owned,Non-Veteran,NA,1,2021-05-14,"Prestamos CDFI, LLC",MD-05,NA,NA,NA,2209939005,353,PPP,Exemption 4,60,100,7065,7065,0,NA,188361,"Prestamos CDFI, LLC",1024 East Buckeye Road Suite 270,Phoenix,AZ,85034,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1235,NA,7064,NA,NA,NA,NA,NA,Phoenix,AZ,NA,188361,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99586438,NISAR SANDHU,nisar-sandhu-6869148600,7288,MD,9328 Cherry Hill Rd,College Park,20740-1224,484110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-03-23,Cross River Bank,MD-05,NA,NA,NA,6869148600,353,PPP,Exemption 4,60,100,7288,7288,0,NA,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1224,1,7287,NA,NA,NA,NA,NA,TEANECK,NJ,NA,456756,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99537303,MATIN BAHRAMY,matin-bahramy-9929328308,18889,MD,9314 Cherry Hill Rd Apt 1104,College Park,20740-1254,485999,Self-Employed Individuals,Asian,Male Owned,Non-Veteran,NA,1,2021-01-31,"Kabbage, Inc.",MD-05,NA,NA,NA,9929328308,353,PPS,Exemption 4,60,100,18889,18889,0,NA,529113,"Kabbage, Inc.",925B Peachtree Street NE Suite 1688,Atlanta,GA,30309,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1254,NA,18889,NA,NA,NA,NA,NA,Atlanta,GA,NA,529113,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99597482,K&O CLEANING SERVICES,k-o-cleaning-services-9954468709,5207,MD,5114 Edgewood Rd,College Park,20740-4606,561740,Limited  Liability Company(LLC),Black or African American,Female Owned,Non-Veteran,NA,1,2021-04-09,"Capital Plus Financial, LLC",MD-05,NA,NA,NA,9954468709,353,PPP,Exemption 4,60,100,5207,5207,0,NA,529472,"Capital Plus Financial, LLC",2247 Central Drive,Bedford,TX,76021,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-4606,NA,5205,NA,NA,NA,NA,NA,Bedford,TX,NA,529472,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99571476,TADIYOS LIMENIH,tadiyos-limenih-3200198707,10231,MD,4812 College Ave B 13,College Park,20740,485310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-03-30,Benworth Capital,MD-05,NA,NA,NA,3200198707,353,PPP,Exemption 4,60,100,10231,10231,0,NA,529192,Benworth Capital,7000 SW 97th Avenue Suite 201,Miami,FL,33173,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740,NA,10231,NA,NA,NA,NA,NA,Miami,FL,NA,529192,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
